Region,Soil_Type,Start_Season,Number_of_Seasons,Crop1,Crop2,Crop3,Yield_t_per_ha,Carbon_Sequestration_kg_CO2
Punjab,Alluvial,Zaid,3,Watermelon,Soybean,Mustard,3.02,283.59
Rajasthan,Arid Sandy,Rabi,3,Peas,Bottle Gourd,Rice,3.47,282.47
Tamil Nadu,Red,Kharif,3,Cotton,Wheat,Watermelon,2.76,233.78
West Bengal,Laterite,Rabi,2,Mustard,Okra,,2.21,209.81
Tamil Nadu,Red,Zaid,3,Watermelon,Soybean,Mustard,3.04,273.48
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Maize,2.81,274.39
West Bengal,Laterite,Kharif,2,Cotton,Wheat,,2.44,191.67
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Okra,2.47,258.64
West Bengal,Laterite,Kharif,2,Cotton,Chickpea,,2.39,231.78
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.47,227.02
Tamil Nadu,Red,Kharif,2,Groundnut,Mustard,,2.48,233.51
Maharashtra,Black,Zaid,2,Bottle Gourd,Groundnut,,3.34,211.34
Maharashtra,Black,Zaid,3,Cucumber,Cotton,Barley,3.14,203.37
Maharashtra,Black,Rabi,2,Barley,Bottle Gourd,,3.84,174.09
Maharashtra,Black,Zaid,2,Bottle Gourd,Maize,,3.06,195.01
West Bengal,Laterite,Rabi,3,Peas,Bottle Gourd,Maize,3,263.53
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.54,185.46
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.1,241.04
Tamil Nadu,Red,Kharif,2,Cotton,Barley,,2.52,166.48
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Cucumber,2.45,262.3
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.28,206.28
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Groundnut,2.99,275.58
Tamil Nadu,Red,Rabi,3,Chickpea,Bottle Gourd,Maize,3.22,277.64
Punjab,Alluvial,Rabi,2,Chickpea,Bottle Gourd,,2.83,242.26
Punjab,Alluvial,Kharif,3,Cotton,Chickpea,Bottle Gourd,3.02,263.71
Tamil Nadu,Red,Rabi,3,Peas,Bottle Gourd,Maize,2.97,283.66
West Bengal,Laterite,Rabi,3,Barley,Bottle Gourd,Soybean,2.83,248.65
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Soybean,,2.96,238.55
Maharashtra,Black,Rabi,2,Chickpea,Watermelon,,3.15,248.29
West Bengal,Laterite,Zaid,3,Watermelon,Rice,Mustard,3.46,229.71
Punjab,Alluvial,Kharif,2,Rice,Mustard,,2.29,185.23
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.51,257.01
Tamil Nadu,Red,Zaid,2,Watermelon,Groundnut,,3.08,243.53
Punjab,Alluvial,Zaid,2,Bottle Gourd,Soybean,,3.06,244.73
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,3.34,174.65
West Bengal,Laterite,Rabi,3,Barley,Bottle Gourd,Groundnut,2.75,289.71
Punjab,Alluvial,Rabi,2,Chickpea,Watermelon,,2.87,219
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,2.62,178.66
Rajasthan,Arid Sandy,Zaid,3,Watermelon,Groundnut,Mustard,2.82,259.4
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Barley,2.85,219.51
West Bengal,Laterite,Kharif,3,Rice,Mustard,Cucumber,3.1,233.37
Punjab,Alluvial,Rabi,2,Chickpea,Bottle Gourd,,2.83,229.72
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Barley,3.32,212.97
Maharashtra,Black,Rabi,2,Barley,Watermelon,,3.53,172.25
Punjab,Alluvial,Kharif,2,Cotton,Barley,,2.44,205.86
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,3.15,204.47
Rajasthan,Arid Sandy,Kharif,3,Rice,Mustard,Okra,2.94,224.43
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Maize,3.34,273.99
Punjab,Alluvial,Rabi,2,Peas,Bottle Gourd,,2.86,218.8
Rajasthan,Arid Sandy,Rabi,3,Barley,Watermelon,Soybean,3.25,243.18
West Bengal,Laterite,Rabi,3,Peas,Bottle Gourd,Rice,3.01,275.55
Punjab,Alluvial,Kharif,3,Rice,Mustard,Cucumber,3.15,238.25
Punjab,Alluvial,Rabi,2,Wheat,Bottle Gourd,,3.6,203.18
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.69,217.21
Rajasthan,Arid Sandy,Rabi,3,Wheat,Watermelon,Groundnut,3.33,241.85
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Cucumber,2.96,287.04
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,1.99,215.24
Maharashtra,Black,Rabi,2,Peas,Watermelon,,2.59,222.49
West Bengal,Laterite,Zaid,3,Bottle Gourd,Soybean,Mustard,2.65,289.54
West Bengal,Laterite,Rabi,2,Barley,Bottle Gourd,,3.21,180.68
Punjab,Alluvial,Rabi,3,Barley,Watermelon,Soybean,2.92,246.48
West Bengal,Laterite,Rabi,3,Wheat,Watermelon,Soybean,3.15,267.35
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Okra,2.48,285.27
Rajasthan,Arid Sandy,Rabi,3,Mustard,Cucumber,Cotton,2.68,223.79
Tamil Nadu,Red,Kharif,3,Maize,Mustard,Okra,2.63,217.53
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Groundnut,,3.3,250.94
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Okra,2.04,285.22
West Bengal,Laterite,Zaid,3,Watermelon,Groundnut,Mustard,2.58,262.33
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.54,201.7
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Rice,3.49,247.39
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,1.87,234.25
Tamil Nadu,Red,Rabi,2,Barley,Bottle Gourd,,2.85,175.97
Punjab,Alluvial,Rabi,3,Mustard,Cucumber,Cotton,2.86,211.35
West Bengal,Laterite,Kharif,3,Cotton,Chickpea,Watermelon,2.72,268.61
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Groundnut,,3.57,246.03
Rajasthan,Arid Sandy,Rabi,3,Mustard,Cucumber,Cotton,2.8,219.78
Tamil Nadu,Red,Zaid,3,Watermelon,Rice,Mustard,2.95,237.96
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.86,252.55
Rajasthan,Arid Sandy,Rabi,3,Mustard,Cucumber,Cotton,2.17,212.76
Tamil Nadu,Red,Rabi,2,Chickpea,Bottle Gourd,,3.48,251.63
Rajasthan,Arid Sandy,Rabi,3,Peas,Bottle Gourd,Rice,3.23,278.95
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,2.82,171.51
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Peas,2.56,255.15
Maharashtra,Black,Rabi,3,Mustard,Cucumber,Cotton,2.39,236.89
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Cucumber,3.14,241.01
Rajasthan,Arid Sandy,Kharif,2,Rice,Mustard,,3.08,188.01
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Okra,2.21,272.06
West Bengal,Laterite,Zaid,2,Watermelon,Groundnut,,3.3,242.87
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Wheat,3.22,223.09
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,4.38,196.47
Punjab,Alluvial,Zaid,2,Bottle Gourd,Groundnut,,3.47,244.49
Maharashtra,Black,Rabi,3,Mustard,Cucumber,Cotton,2.26,221.06
Punjab,Alluvial,Zaid,3,Watermelon,Groundnut,Mustard,2.32,267.56
Rajasthan,Arid Sandy,Kharif,3,Cotton,Wheat,Watermelon,3.44,205.21
Tamil Nadu,Red,Kharif,3,Cotton,Chickpea,Bottle Gourd,2.71,258.55
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,3.47,180.44
Rajasthan,Arid Sandy,Rabi,2,Wheat,Bottle Gourd,,3.33,187.38
West Bengal,Laterite,Rabi,2,Mustard,Cucumber,,2.97,176.68
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Soybean,,3.59,218.53
Punjab,Alluvial,Kharif,3,Rice,Mustard,Okra,2.82,218.32
West Bengal,Laterite,Rabi,2,Wheat,Watermelon,,3.88,185.09
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Groundnut,,2.97,231.28
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Cucumber,2.6,279.23
Tamil Nadu,Red,Rabi,2,Wheat,Watermelon,,4.17,193.45
Rajasthan,Arid Sandy,Rabi,2,Barley,Bottle Gourd,,2.87,194.42
West Bengal,Laterite,Zaid,2,Bottle Gourd,Soybean,,3.32,217.56
Tamil Nadu,Red,Rabi,3,Barley,Watermelon,Soybean,2.3,245.71
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Cucumber,2.97,216.15
Punjab,Alluvial,Rabi,2,Wheat,Watermelon,,3.95,208.46
Punjab,Alluvial,Kharif,3,Rice,Mustard,Cucumber,2.92,233.58
Tamil Nadu,Red,Rabi,3,Wheat,Bottle Gourd,Soybean,2.85,268.53
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Barley,2.85,232.61
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.79,234.36
Maharashtra,Black,Rabi,3,Barley,Bottle Gourd,Groundnut,2.91,243.23
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,3.33,190.63
Rajasthan,Arid Sandy,Rabi,2,Chickpea,Bottle Gourd,,3.4,222.99
Maharashtra,Black,Zaid,2,Cucumber,Cotton,,2.85,175.81
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Okra,2.87,193.68
Punjab,Alluvial,Zaid,2,Watermelon,Groundnut,,4.15,215.13
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Okra,2.06,252.62
Tamil Nadu,Red,Rabi,3,Mustard,Cucumber,Cotton,2.18,211.09
Maharashtra,Black,Rabi,3,Chickpea,Watermelon,Maize,3.46,287.2
West Bengal,Laterite,Rabi,3,Chickpea,Watermelon,Maize,2.55,268.2
West Bengal,Laterite,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.62,264.8
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Okra,2.61,194.38
Rajasthan,Arid Sandy,Rabi,2,Barley,Watermelon,,3.46,181.51
Tamil Nadu,Red,Rabi,2,Chickpea,Watermelon,,3.02,259.3
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.23,185.3
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.45,232.21
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.57,230.08
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,2.89,173.51
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,2.33,177.66
Rajasthan,Arid Sandy,Kharif,2,Maize,Mustard,,2.67,170.39
Tamil Nadu,Red,Kharif,3,Cotton,Wheat,Bottle Gourd,3.26,233.54
Tamil Nadu,Red,Kharif,3,Cotton,Wheat,Watermelon,3.18,215.53
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Groundnut,,2.7,229.56
Maharashtra,Black,Rabi,2,Mustard,Okra,,2.75,196.67
Maharashtra,Black,Kharif,3,Soybean,Mustard,Cucumber,2.32,262.44
Rajasthan,Arid Sandy,Rabi,3,Peas,Watermelon,Rice,3.72,266.87
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Peas,2.57,250.06
Rajasthan,Arid Sandy,Rabi,3,Mustard,Cucumber,Cotton,2.76,233.83
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Okra,2.03,246.17
Maharashtra,Black,Kharif,3,Soybean,Mustard,Cucumber,2.15,274.03
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.96,204.35
Punjab,Alluvial,Zaid,2,Bottle Gourd,Groundnut,,3.17,210.57
Maharashtra,Black,Rabi,2,Chickpea,Bottle Gourd,,3.58,221.1
Punjab,Alluvial,Kharif,3,Cotton,Barley,Watermelon,2.78,203
Punjab,Alluvial,Rabi,2,Wheat,Watermelon,,3.27,181.01
Maharashtra,Black,Kharif,3,Cotton,Wheat,Watermelon,3.26,239.44
Maharashtra,Black,Kharif,3,Soybean,Mustard,Okra,2.45,279.09
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,2.53,163.25
West Bengal,Laterite,Rabi,2,Wheat,Watermelon,,4.24,204.5
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,4.08,163.21
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Chickpea,2.68,289.03
Maharashtra,Black,Rabi,2,Peas,Bottle Gourd,,2.33,257.69
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,1.8,219.88
Punjab,Alluvial,Kharif,2,Groundnut,Mustard,,1.63,252.28
Rajasthan,Arid Sandy,Kharif,3,Rice,Mustard,Okra,3.38,214.62
West Bengal,Laterite,Rabi,3,Chickpea,Bottle Gourd,Rice,3.28,284.49
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.41,168.73
Tamil Nadu,Red,Rabi,2,Wheat,Watermelon,,4.11,172.44
Tamil Nadu,Red,Rabi,3,Barley,Bottle Gourd,Soybean,2.71,270.01
Rajasthan,Arid Sandy,Zaid,2,Bottle Gourd,Groundnut,,3.73,238.7
Tamil Nadu,Red,Rabi,2,Peas,Watermelon,,3.64,222.11
Tamil Nadu,Red,Rabi,3,Wheat,Watermelon,Groundnut,3.29,240.68
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Rice,Mustard,2.91,233.94
Maharashtra,Black,Rabi,2,Barley,Bottle Gourd,,2.71,197.87
Rajasthan,Arid Sandy,Zaid,3,Cucumber,Cotton,Wheat,2.48,234.33
Maharashtra,Black,Kharif,3,Maize,Mustard,Cucumber,2.98,192.73
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.57,251.89
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.9,257.67
Maharashtra,Black,Kharif,2,Rice,Mustard,,2.34,190.1
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Rice,3.07,268.63
Punjab,Alluvial,Zaid,2,Bottle Gourd,Rice,,4.52,176.64
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Okra,2.56,211.61
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Okra,2.82,216.36
Rajasthan,Arid Sandy,Rabi,2,Wheat,Watermelon,,3.89,161.09
Tamil Nadu,Red,Rabi,3,Peas,Watermelon,Rice,3.32,244.27
Tamil Nadu,Red,Kharif,2,Maize,Mustard,,2.53,190.91
Rajasthan,Arid Sandy,Kharif,3,Groundnut,Mustard,Okra,2.73,244.93
Punjab,Alluvial,Rabi,2,Wheat,Bottle Gourd,,3.64,165.8
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Chickpea,2.57,250.19
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Wheat,3.06,235.23
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,2.99,172.71
Punjab,Alluvial,Zaid,2,Watermelon,Groundnut,,3.65,211.45
Punjab,Alluvial,Kharif,2,Rice,Mustard,,2.89,186.61
Punjab,Alluvial,Zaid,2,Watermelon,Maize,,2.95,175.9
West Bengal,Laterite,Rabi,3,Peas,Watermelon,Rice,3.38,282.6
Tamil Nadu,Red,Rabi,2,Peas,Bottle Gourd,,3.37,237.65
Maharashtra,Black,Rabi,2,Wheat,Watermelon,,3.57,198.12
Maharashtra,Black,Rabi,2,Wheat,Watermelon,,3.91,203.88
Rajasthan,Arid Sandy,Rabi,2,Barley,Bottle Gourd,,3.53,163.12
Rajasthan,Arid Sandy,Rabi,2,Wheat,Bottle Gourd,,3.47,180.02
Maharashtra,Black,Zaid,3,Bottle Gourd,Soybean,Mustard,2.57,255.93
Punjab,Alluvial,Rabi,3,Peas,Watermelon,Maize,3.19,261.66
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Groundnut,Mustard,2.94,244.81
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,3.1,199.49
Punjab,Alluvial,Zaid,2,Watermelon,Rice,,4.28,188.83
Tamil Nadu,Red,Rabi,3,Wheat,Bottle Gourd,Soybean,3.08,256.14
Tamil Nadu,Red,Zaid,3,Watermelon,Soybean,Mustard,2.25,289.29
West Bengal,Laterite,Rabi,2,Peas,Watermelon,,3.09,235.1
Tamil Nadu,Red,Kharif,3,Maize,Mustard,Cucumber,2.75,190.2
West Bengal,Laterite,Kharif,3,Rice,Mustard,Okra,2.99,224.83
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,2.98,199.39
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Okra,2.11,259.91
Punjab,Alluvial,Rabi,2,Chickpea,Bottle Gourd,,2.93,241.77
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Chickpea,2.53,284.62
Punjab,Alluvial,Zaid,2,Watermelon,Maize,,2.94,208
Punjab,Alluvial,Rabi,3,Chickpea,Bottle Gourd,Rice,3.49,287.78
Maharashtra,Black,Rabi,3,Peas,Watermelon,Rice,3.62,250.71
Tamil Nadu,Red,Rabi,2,Peas,Bottle Gourd,,3.19,257.9
Tamil Nadu,Red,Kharif,2,Cotton,Barley,,2.35,169.43
Maharashtra,Black,Rabi,3,Mustard,Cucumber,Cotton,2.76,205.48
Maharashtra,Black,Kharif,3,Maize,Mustard,Cucumber,2.84,208.48
West Bengal,Laterite,Rabi,2,Chickpea,Watermelon,,2.51,252.97
Tamil Nadu,Red,Zaid,2,Cucumber,Cotton,,3.65,200.34
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Chickpea,2.97,259.77
Maharashtra,Black,Rabi,2,Peas,Watermelon,,2.69,246.08
Punjab,Alluvial,Rabi,2,Mustard,Okra,,2.12,165.1
Punjab,Alluvial,Kharif,2,Rice,Mustard,,2.26,178.65
Punjab,Alluvial,Kharif,3,Soybean,Mustard,Cucumber,2.48,246.97
Maharashtra,Black,Kharif,2,Maize,Mustard,,2.44,186.19
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Soybean,Mustard,2.63,240.6
West Bengal,Laterite,Rabi,3,Chickpea,Bottle Gourd,Maize,2.98,245.58
West Bengal,Laterite,Kharif,2,Soybean,Mustard,,1.85,250.49
Maharashtra,Black,Rabi,2,Barley,Bottle Gourd,,2.89,182.46
West Bengal,Laterite,Rabi,3,Chickpea,Bottle Gourd,Rice,3.66,261.88
Maharashtra,Black,Zaid,2,Bottle Gourd,Maize,,3.77,193.56
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.29,234.12
Punjab,Alluvial,Kharif,3,Maize,Mustard,Cucumber,2.74,200.22
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Rice,,4.28,188.23
Maharashtra,Black,Zaid,3,Bottle Gourd,Maize,Mustard,2.91,198.3
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Chickpea,2.45,245.02
Maharashtra,Black,Kharif,2,Soybean,Mustard,,1.76,254.59
Maharashtra,Black,Kharif,2,Groundnut,Mustard,,2.24,259.94
West Bengal,Laterite,Kharif,3,Maize,Mustard,Okra,2.41,221.14
Rajasthan,Arid Sandy,Kharif,2,Soybean,Mustard,,1.42,236.92
Maharashtra,Black,Kharif,2,Cotton,Peas,,1.85,217.19
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.36,174.93
Tamil Nadu,Red,Rabi,2,Peas,Watermelon,,3.26,240.3
Tamil Nadu,Red,Zaid,2,Watermelon,Groundnut,,3.36,211.21
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.29,258.48
Punjab,Alluvial,Kharif,3,Cotton,Wheat,Bottle Gourd,3.38,232.49
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Chickpea,2.79,277.21
West Bengal,Laterite,Kharif,3,Cotton,Peas,Bottle Gourd,2.12,287.89
Tamil Nadu,Red,Kharif,3,Cotton,Chickpea,Watermelon,2.9,248.71
Punjab,Alluvial,Zaid,3,Watermelon,Soybean,Mustard,2.28,284.21
Punjab,Alluvial,Rabi,2,Barley,Bottle Gourd,,3.17,188.55
Tamil Nadu,Red,Rabi,3,Barley,Watermelon,Groundnut,2.39,254.69
Punjab,Alluvial,Rabi,3,Barley,Watermelon,Groundnut,3.13,254.78
West Bengal,Laterite,Rabi,3,Mustard,Cucumber,Cotton,2.75,220.25
Tamil Nadu,Red,Rabi,3,Mustard,Cucumber,Cotton,2.13,191.98
Rajasthan,Arid Sandy,Zaid,3,Bottle Gourd,Rice,Mustard,3.25,209.2
Maharashtra,Black,Zaid,3,Bottle Gourd,Rice,Mustard,3.16,195.44
Punjab,Alluvial,Rabi,2,Peas,Watermelon,,2.82,223.73
Maharashtra,Black,Zaid,2,Bottle Gourd,Groundnut,,2.93,228.11
Rajasthan,Arid Sandy,Kharif,3,Groundnut,Mustard,Cucumber,2.57,278.05
West Bengal,Laterite,Zaid,2,Cucumber,Cotton,,2.67,171.4
West Bengal,Laterite,Kharif,2,Maize,Mustard,,2.28,197.29
Tamil Nadu,Red,Rabi,2,Chickpea,Watermelon,,3.07,238.73
Tamil Nadu,Red,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.57,252.75
Rajasthan,Arid Sandy,Kharif,2,Cotton,Chickpea,,2.16,233.83
Maharashtra,Black,Rabi,3,Peas,Watermelon,Maize,2.99,266.56
Tamil Nadu,Red,Kharif,3,Maize,Mustard,Okra,2.71,211.17
West Bengal,Laterite,Zaid,3,Cucumber,Cotton,Chickpea,2.94,260.01
Punjab,Alluvial,Zaid,2,Bottle Gourd,Maize,,3.75,201.93
Maharashtra,Black,Rabi,2,Wheat,Watermelon,,3.76,202.27
Punjab,Alluvial,Zaid,3,Watermelon,Groundnut,Mustard,2.65,272.63
Maharashtra,Black,Zaid,3,Watermelon,Rice,Mustard,3.63,214.07
Punjab,Alluvial,Rabi,2,Barley,Watermelon,,3.51,206.26
Maharashtra,Black,Rabi,2,Wheat,Watermelon,,3.34,190.89
Punjab,Alluvial,Zaid,3,Watermelon,Soybean,Mustard,2.6,252.92
Tamil Nadu,Red,Zaid,3,Cucumber,Cotton,Peas,2.78,281.67
Rajasthan,Arid Sandy,Kharif,2,Cotton,Peas,,1.99,255.23
Tamil Nadu,Red,Kharif,3,Maize,Mustard,Cucumber,2.85,216.4
Maharashtra,Black,Rabi,3,Chickpea,Watermelon,Maize,3.24,253.64
Maharashtra,Black,Zaid,3,Watermelon,Rice,Mustard,3.12,191.56
Maharashtra,Black,Rabi,3,Barley,Watermelon,Soybean,3.44,280.2
Tamil Nadu,Red,Kharif,3,Rice,Mustard,Cucumber,2.88,207.74
Rajasthan,Arid Sandy,Rabi,3,Chickpea,Watermelon,Rice,3.25,268.21
Punjab,Alluvial,Zaid,2,Watermelon,Maize,,4.21,176.68
Rajasthan,Arid Sandy,Kharif,3,Groundnut,Mustard,Cucumber,2.27,261.35
Rajasthan,Arid Sandy,Zaid,2,Watermelon,Maize,,3.25,162.3
West Bengal,Laterite,Kharif,2,Maize,Mustard,,2.49,167.07
Rajasthan,Arid Sandy,Rabi,2,Mustard,Cucumber,,3.13,197.89
Tamil Nadu,Red,Zaid,3,Bottle Gourd,Rice,Mustard,3.37,235.38
West Bengal,Laterite,Kharif,2,Maize,Mustard,,2.17,172.36
Punjab,Alluvial,Zaid,2,Watermelon,Rice,,4.15,189.51
Punjab,Alluvial,Kharif,2,Rice,Mustard,,3.07,205.3
Punjab,Alluvial,Rabi,3,Peas,Watermelon,Maize,3.25,281.35
West Bengal,Laterite,Zaid,2,Watermelon,Soybean,,3.69,254.26
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Cucumber,2.62,271.5
Tamil Nadu,Red,Kharif,2,Rice,Mustard,,2.95,166.83
Punjab,Alluvial,Rabi,2,Wheat,Watermelon,,2.91,202.07
Tamil Nadu,Red,Kharif,2,Soybean,Mustard,,1.72,253.1
Tamil Nadu,Red,Zaid,2,Watermelon,Maize,,3.52,183.07
Rajasthan,Arid Sandy,Zaid,2,Cucumber,Cotton,,3.48,208.38
Rajasthan,Arid Sandy,Kharif,3,Soybean,Mustard,Cucumber,2.71,242.6
Punjab,Alluvial,Rabi,3,Mustard,Cucumber,Cotton,2.63,227.18
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,1.83,223.19
Punjab,Alluvial,Rabi,2,Chickpea,Bottle Gourd,,3.22,223.99
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,2.77,164.98
West Bengal,Laterite,Rabi,2,Barley,Watermelon,,3.24,178.5
Punjab,Alluvial,Zaid,2,Bottle Gourd,Rice,,4.18,178.47
Rajasthan,Arid Sandy,Kharif,2,Maize,Mustard,,1.9,194.87
Punjab,Alluvial,Zaid,3,Cucumber,Cotton,Wheat,3.27,191.39
Rajasthan,Arid Sandy,Kharif,2,Maize,Mustard,,2.59,209.88
Rajasthan,Arid Sandy,Kharif,3,Maize,Mustard,Cucumber,2.8,234.28
Punjab,Alluvial,Kharif,3,Groundnut,Mustard,Cucumber,2.99,270.83
Maharashtra,Black,Kharif,3,Rice,Mustard,Cucumber,2.8,232.32
West Bengal,Laterite,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.53,257.07
Punjab,Alluvial,Rabi,3,Wheat,Bottle Gourd,Soybean,2.89,242.63
Tamil Nadu,Red,Zaid,2,Bottle Gourd,Rice,,3.82,208.35
Rajasthan,Arid Sandy,Kharif,2,Soybean,Mustard,,1.76,254.43
Tamil Nadu,Red,Rabi,3,Chickpea,Watermelon,Maize,3.02,282.13
Tamil Nadu,Red,Rabi,2,Barley,Watermelon,,3.72,168.46
Tamil Nadu,Red,Rabi,3,Wheat,Watermelon,Groundnut,3.48,245.48
Rajasthan,Arid Sandy,Rabi,3,Wheat,Bottle Gourd,Groundnut,2.87,268.09
Punjab,Alluvial,Rabi,2,Barley,Bottle Gourd,,3.54,193.56
Tamil Nadu,Red,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.4,256.3
Punjab,Alluvial,Rabi,3,Barley,Bottle Gourd,Groundnut,2.87,288.65
Tamil Nadu,Red,Kharif,3,Soybean,Mustard,Okra,2.23,280.96
Maharashtra,Black,Rabi,3,Mustard,Cucumber,Cotton,2.96,204.67
Tamil Nadu,Red,Kharif,3,Groundnut,Mustard,Cucumber,2.38,288.79
West Bengal,Laterite,Kharif,3,Rice,Mustard,Cucumber,3.11,208
Rajasthan,Arid Sandy,Kharif,2,Groundnut,Mustard,,2.2,244.16
Tamil Nadu,Red,Rabi,2,Peas,Bottle Gourd,,2.39,234.72
Punjab,Alluvial,Kharif,3,Cotton,Wheat,Bottle Gourd,2.85,202.52
West Bengal,Laterite,Rabi,3,Barley,Watermelon,Groundnut,3.2,264.11
Punjab,Alluvial,Rabi,3,Peas,Bottle Gourd,Rice,3.24,267.66
Maharashtra,Black,Rabi,2,Barley,Bottle Gourd,,3.14,199.78
Punjab,Alluvial,Rabi,2,Peas,Bottle Gourd,,3.13,236.74
Maharashtra,Black,Rabi,3,Barley,Bottle Gourd,Soybean,2.89,269.2
Tamil Nadu,Red,Rabi,3,Peas,Bottle Gourd,Rice,3.23,260.25
Maharashtra,Black,Kharif,2,Soybean,Mustard,,2.18,236.99
Maharashtra,Black,Rabi,3,Wheat,Bottle Gourd,Groundnut,3.01,272.69
Maharashtra,Black,Rabi,2,Mustard,Cucumber,,3.09,204.25
West Bengal,Laterite,Kharif,3,Rice,Mustard,Cucumber,3.43,210.67
